auth_success_rate,avg_auth_latency_ms,batch_elapsed_s,experiment,throughput_auth_per_s,vehicles
0.9299999999999999,41.646358999996664,2.082317949999833,scalability,24.011702919817793,50
0.93,48.69344600000204,4.869344600000204,scalability,20.536644705736336,100
0.94,46.46882999999889,9.293765999999778,scalability,21.519801552998512,200
