benign_auth_rate,benign_rho_mean,benign_rho_min,csi_dim,csi_source,experiment,legit_rho_mean,legit_rho_p05,pls_mode,rounds,theft_rho_max,theft_rho_mean,theft_rho_p95,theft_success_rate,threshold
0.9666666666666667,0.9439865708351135,0.8954743146896362,32,rayleigh_sim,real_csi_comparison,0.9374943852424622,0.8878134489059448,simulation,30,0.586768627166748,0.32200674961010617,0.4712846577167511,0.0,0.88
1.0,0.7681689262390137,0.7681689262390137,32,literature_calibrated_v2x,real_csi_comparison,0.8071972131729126,0.8071972131729126,real,30,-0.12703658640384674,-0.12703658640384674,0.21296977996826172,0.0,0.7
